_id,industry_major_cate,std_year_month,std_year,std_month,consumption_amount,region
65e932a1bb908e26c8044a73,쇼핑업,202006,2020,6,19899047,경북
65e932a1bb908e26c8044a74,숙박업,202001,2020,1,4943900,경북
65e932a1bb908e26c8044a75,숙박업,202006,2020,6,3773943,경북
65e932a1bb908e26c8044a76,식음료업,202005,2020,5,55810709,경북
65e932a1bb908e26c8044a77,여가서비스업,202005,2020,5,15661501,경북
65e932a1bb908e26c8044a78,쇼핑업,202005,2020,5,26446369,경북
65e932a1bb908e26c8044a79,운송업,202005,2020,5,76416,경북
65e932a1bb908e26c8044a7a,여행업,202005,2020,5,9822,경북
65e932a1bb908e26c8044a7b,숙박업,202005,2020,5,3699222,경북
65e932a1bb908e26c8044a7c,여행업,202004,2020,4,23546,경북
65e932a1bb908e26c8044a7d,식음료업,202004,2020,4,39302055,경북
65e932a1bb908e26c8044a7e,전체,202012,2020,12,57006456,광주
65e932a1bb908e26c8044a7f,전체,202001,2020,1,77493189,광주
65e932a1bb908e26c8044a80,전체,202002,2020,2,57896437,광주
65e932a1bb908e26c8044a81,전체,202003,2020,3,60454309,광주
65e932a1bb908e26c8044a82,전체,202004,2020,4,68894162,광주
65e932a1bb908e26c8044a83,전체,202005,2020,5,85020070,광주
65e932a1bb908e26c8044a84,전체,202006,2020,6,73939832,광주
65e932a1bb908e26c8044a85,전체,202007,2020,7,56245043,광주
65e932a1bb908e26c8044a86,전체,202008,2020,8,63275102,광주
65e932a1bb908e26c8044a87,전체,202009,2020,9,59999882,광주
65e932a1bb908e26c8044a88,전체,202010,2020,10,77318056,광주
65e932a1bb908e26c8044a89,전체,202011,2020,11,70858101,광주
65e932a1bb908e26c8044a8a,여가서비스업,202010,2020,10,2578926,광주
65e932a1bb908e26c8044a8b,쇼핑업,202008,2020,8,23922113,광주
65e932a1bb908e26c8044a8c,쇼핑업,202010,2020,10,34162516,광주
65e932a1bb908e26c8044a8d,여행업,202010,2020,10,23070,광주
65e932a1bb908e26c8044a8e,숙박업,202010,2020,10,1604761,광주
65e932a1bb908e26c8044a8f,운송업,202009,2020,9,94536,광주
65e932a1bb908e26c8044a90,식음료업,202009,2020,9,30209511,광주
65e932a1bb908e26c8044a91,여가서비스업,202009,2020,9,1617336,광주
65e932a1bb908e26c8044a92,쇼핑업,202009,2020,9,26926082,광주
65e932a1bb908e26c8044a93,여행업,202009,2020,9,13776,광주
65e932a1bb908e26c8044a94,숙박업,202009,2020,9,1138642,광주
65e932a1bb908e26c8044a95,운송업,202008,2020,8,117563,광주
65e932a1bb908e26c8044a96,식음료업,202008,2020,8,35412460,광주
65e932a1bb908e26c8044a97,여가서비스업,202008,2020,8,2265131,광주
65e932a1bb908e26c8044a98,숙박업,202008,2020,8,1537830,광주
65e932a1bb908e26c8044a99,식음료업,202010,2020,10,38841080,광주
65e932a1bb908e26c8044a9a,운송업,202010,2020,10,107703,광주
65e932a1bb908e26c8044a9b,숙박업,202011,2020,11,1516671,광주
65e932a1bb908e26c8044a9c,쇼핑업,202011,2020,11,31629352,광주
65e932a1bb908e26c8044a9d,여가서비스업,202011,2020,11,2121850,광주
65e932a1bb908e26c8044a9e,식음료업,202011,2020,11,35481931,광주
65e932a1bb908e26c8044a9f,여행업,202011,2020,11,14008,광주
65e932a1bb908e26c8044aa0,운송업,202011,2020,11,94288,광주
65e932a1bb908e26c8044aa1,숙박업,202012,2020,12,1313443,광주
65e932a1bb908e26c8044aa2,여행업,202012,2020,12,22551,광주
65e932a1bb908e26c8044aa3,쇼핑업,202012,2020,12,27330672,광주
65e932a1bb908e26c8044aa4,여가서비스업,202012,2020,12,1636859,광주
65e932a1bb908e26c8044aa5,식음료업,202012,2020,12,26642986,광주
65e932a1bb908e26c8044aa6,운송업,202012,2020,12,59945,광주
65e932a1bb908e26c8044aa7,여행업,202008,2020,8,20005,광주
65e932a1bb908e26c8044aa8,식음료업,202002,2020,2,33871651,광주
65e932a1bb908e26c8044aa9,쇼핑업,202004,2020,4,28274113,광주
65e932a1bb908e26c8044aaa,여행업,202004,2020,4,10899,광주
65e932a1bb908e26c8044aab,숙박업,202004,2020,4,1344469,광주
65e932a1bb908e26c8044aac,운송업,202003,2020,3,47722,광주
65e932a1bb908e26c8044aad,식음료업,202003,2020,3,33731402,광주
65e932a1bb908e26c8044aae,여가서비스업,202003,2020,3,1946620,광주
65e932a1bb908e26c8044aaf,쇼핑업,202003,2020,3,23508670,광주
65e932a1bb908e26c8044ab0,여행업,202003,2020,3,10310,광주
65e932a1bb908e26c8044ab1,숙박업,202003,2020,3,1209585,광주
