_id,std_year,region,consumption_amount,industry_major_cate,industry_middle_cate
65e912c3bb908e26c803e000,2021,경남,1209634.71,운송업,수상운송
65e912c3bb908e26c803e001,2021,경남,2750.4,운송업,항공운송
65e912c3bb908e26c803e002,2021,경북,2980139.671,쇼핑업,관광기념품
65e912c3bb908e26c803e003,2021,경북,109063913.466,쇼핑업,레저용품쇼핑
65e912c3bb908e26c803e004,2021,경북,116805405.045,쇼핑업,대형쇼핑몰
65e912c3bb908e26c803e005,2021,경북,14620015.115,숙박업,호텔
65e912c3bb908e26c803e006,2021,경북,1169144.498,숙박업,캠핑장/펜션
65e912c3bb908e26c803e007,2021,경북,32720632.801,숙박업,기타숙박
65e912c3bb908e26c803e008,2021,경북,10226433.114,숙박업,콘도
65e912c3bb908e26c803e009,2021,경북,622783801.882,식음료업,식음료
65e912c3bb908e26c803e00a,2021,경북,3350725.347,여가서비스업,관광유원시설
65e912c3bb908e26c803e00b,2021,경북,164194477.731,여가서비스업,골프장
65e912c3bb908e26c803e00c,2021,경북,11177078.179,여가서비스업,기타레저
65e912c3bb908e26c803e00d,2021,경북,7424278.086,여가서비스업,문화서비스
65e912c3bb908e26c803e00e,2021,경북,299034.94,여행업,여행업
65e912c3bb908e26c803e00f,2021,경북,268218.9,운송업,수상운송
65e912c3bb908e26c803e010,2021,경북,688225.283,운송업,렌터카
65e912c3bb908e26c803e011,2021,경북,41244.65,운송업,육상운송
65e912c3bb908e26c803e012,2021,광주,774655.096,쇼핑업,관광기념품
65e912c3bb908e26c803e013,2021,광주,79927271.952,쇼핑업,레저용품쇼핑
65e912c3bb908e26c803e014,2021,광주,280789747.055,쇼핑업,대형쇼핑몰
65e912c3bb908e26c803e015,2021,광주,1313115.599,숙박업,호텔
65e912c3bb908e26c803e016,2021,광주,16551797.042,숙박업,기타숙박
65e912c3bb908e26c803e017,2021,광주,880,숙박업,캠핑장/펜션
65e912c3bb908e26c803e018,2021,광주,411498940.288,식음료업,식음료
65e912c3bb908e26c803e019,2021,광주,2404490.28,여가서비스업,관광유원시설
65e912c3bb908e26c803e01a,2021,광주,20289849.306,여가서비스업,골프장
